motif,length,success_count,failure_count,success_support,failure_support,support_difference,lift,log_odds_ratio,p_value,q_value,abs_support_difference,abs_log_odds_ratio
apply-formula|rewrite|compute|rewrite,4,7,0,0.07446808510638298,0.0,0.07446808510638298,74468085.10638297,1.717651497074333,0.1897976265875651,0.34222033274963126,0.07446808510638298,1.717651497074333
apply-formula|derive-intermediate,2,10,5,0.10638297872340426,0.15625,-0.049867021276595744,0.6808510594723405,-0.4759383647655502,0.5285250845290199,0.6354177982539903,0.049867021276595744,0.4759383647655502
compute|apply-formula|rewrite,3,7,0,0.07446808510638298,0.0,0.07446808510638298,74468085.10638297,1.717651497074333,0.1897976265875651,0.34222033274963126,0.07446808510638298,1.717651497074333
apply-formula|simplify|simplify|simplify,4,12,0,0.1276595744680851,0.0,0.1276595744680851,127659574.4680851,2.287317620863257,0.03587186442079261,0.11504035505512093,0.1276595744680851,2.287317620863257
analyze|apply-formula|derive-intermediate,3,7,3,0.07446808510638298,0.09375,-0.019281914893617025,0.7943262326619386,-0.3251084779708978,0.713417269391139,0.7902240975657544,0.019281914893617025,0.3251084779708978
apply-formula|rewrite|simplify,3,11,1,0.11702127659574468,0.03125,0.08577127659574468,3.7446807312340464,1.0620228412358177,0.29311025314035233,0.4273030652811541,0.08577127659574468,1.0620228412358177
apply-formula|simplify|simplify|compute,4,8,0,0.0851063829787234,0.0,0.0851063829787234,85106382.97872339,1.8543090194540743,0.20085455043623218,0.34222033274963126,0.0851063829787234,1.8543090194540743
rewrite|isolate,2,12,0,0.1276595744680851,0.0,0.1276595744680851,127659574.4680851,2.287317620863257,0.03587186442079261,0.11504035505512093,0.1276595744680851,2.287317620863257
instantiate|apply-formula|simplify,3,3,2,0.031914893617021274,0.0625,-0.030585106382978726,0.5106382897021278,-0.7621400520468966,0.6004300502021414,0.70445192293453,0.030585106382978726,0.7621400520468966
rewrite|compute|simplify|conclude,4,2,4,0.02127659574468085,0.125,-0.10372340425531915,0.1702127645957447,-1.7650912221458934,0.035941332243175146,0.11504035505512093,0.10372340425531915,1.7650912221458934
