motif,length,success_count,failure_count,success_support,failure_support,support_difference,lift,log_odds_ratio,p_value,antecedent,consequent,antecedent_len,consequent_len,success_confidence,failure_confidence,success_rule_lift,failure_rule_lift,confidence_difference,q_value,abs_support_difference,abs_log_odds_ratio
analyze => compute|simplify|conclude,4,8,4,0.0851063829787234,0.125,-0.0398936170212766,0.6808510583829788,-0.4742515599432319,0.49870221205540477,analyze,compute|simplify|conclude,1,3,0.11940298507462686,0.12903225806451613,0.3401175928801173,1.0322580562580645,-0.009629272989889262,0.6074240213186684,0.0398936170212766,0.4742515599432319
analyze => instantiate|rewrite|compute,4,13,23,0.13829787234042554,0.71875,-0.5804521276595744,0.19241443081462414,-2.7036219573460514,2.0910734359151413e-09,analyze,instantiate|rewrite|compute,1,3,0.19402985074626866,0.7419354838709677,1.3027718462634787,1.032258063079944,-0.5479056331246991,3.83861337878708e-08,0.5804521276595744,2.7036219573460514
apply-formula => conclude,2,65,19,0.6914893617021277,0.59375,0.09773936170212771,1.1646136598526553,0.42993509917011474,0.38575070420568147,apply-formula,conclude,1,1,0.9848484848484849,0.8260869565217391,1.0062582334909707,1.0167224067754053,0.15876152832674573,0.49216545005071655,0.09773936170212771,0.42993509917011474
apply-formula => compute,2,50,17,0.5319148936170213,0.53125,0.0006648936170212671,1.0012515625708607,0.005123290104852141,1.0,apply-formula,compute,1,1,0.7575757575757576,0.7391304347826086,0.91297591187566,0.9096989955358888,0.01844532279314892,1.0,0.0006648936170212671,0.005123290104852141
apply-formula => compute|conclude,3,49,13,0.5212765957446809,0.40625,0.11502659574468088,1.2831423863668638,0.4519851237430572,0.30875894142964844,apply-formula,compute|conclude,1,2,0.7424242424242424,0.5652173913043478,0.9182615618626606,0.90434782464,0.17720685111989465,0.438663216985863,0.11502659574468088,0.4519851237430572
apply-formula => rewrite,2,44,8,0.46808510638297873,0.25,0.21808510638297873,1.8723404180425531,0.932122806945291,0.03786467938353405,apply-formula,rewrite,1,1,0.6666666666666666,0.34782608695652173,1.0621468909631333,0.3838080955285116,0.3188405797101449,0.0813338140538689,0.21808510638297873,0.932122806945291
apply-formula => apply-formula|conclude,3,24,4,0.2553191489361702,0.125,0.1303191489361702,2.042553175148936,0.7888870982307891,0.14666501603359422,apply-formula,apply-formula|conclude,1,2,0.36363636363636365,0.17391304347826086,0.525874125113631,0.29290617799638685,0.18972332015810278,0.25212648241226565,0.1303191489361702,0.7888870982307891
apply-formula => rewrite|conclude,3,44,6,0.46808510638297873,0.1875,0.28058510638297873,2.4964538873947992,1.2788584089814656,0.006186079313378121,apply-formula,rewrite|conclude,1,2,0.6666666666666666,0.2608695652173913,1.0621468909631333,0.3339130430508522,0.40579710144927533,0.017636903443730777,0.28058510638297873,1.2788584089814656
apply-formula => compute|compute,3,27,3,0.2872340425531915,0.09375,0.19348404255319152,3.063829754553192,1.2336857016444476,0.030458933725596646,apply-formula,compute|compute,1,2,0.4090909090909091,0.13043478260869565,0.6630094033141823,0.16053511685927452,0.2786561264822135,0.0686661926971784,0.19348404255319152,1.2336857016444476
apply-formula => compute|compute|conclude,4,27,0,0.2872340425531915,0.0,0.2872340425531915,287234042.5531915,3.2764456766896783,0.0002532306714443358,apply-formula,compute|compute|conclude,1,3,0.4090909090909091,0.0,0.6746411472127928,0.0,0.4090909090909091,0.0011832778647489874,0.2872340425531915,3.2764456766896783
apply-formula => simplify,2,31,6,0.32978723404255317,0.1875,0.14228723404255317,1.7588652388463357,0.7042901960235266,0.17746388619711367,apply-formula,simplify,1,1,0.4696969696969697,0.2608695652173913,0.7612330186199872,0.7588932784247214,0.20882740447957843,0.29236037661960396,0.14228723404255317,0.7042901960235266
