motif,length,success_count,failure_count,success_support,failure_support,support_difference,lift,log_odds_ratio,p_value,antecedent,consequent,antecedent_len,consequent_len,success_confidence,failure_confidence,success_rule_lift,failure_rule_lift,confidence_difference,q_value,abs_support_difference,abs_log_odds_ratio
instantiate|rewrite => apply-formula,3,7,15,0.07446808510638298,0.46875,-0.394281914893617,0.1588652478880378,-2.3353749158170363,3.0805267685325606e-06,instantiate|rewrite,apply-formula,2,1,0.3888888888888889,0.5555555555555556,0.5538720530832059,0.7729468588279774,-0.16666666666666669,2.0042921000325774e-05,0.394281914893617,2.3353749158170363
analyze|instantiate|rewrite => apply-formula,4,7,15,0.07446808510638298,0.46875,-0.394281914893617,0.1588652478880378,-2.3353749158170363,3.0805267685325606e-06,analyze|instantiate|rewrite,apply-formula,3,1,0.4117647058823529,0.5555555555555556,0.5864527620881003,0.7729468588279774,-0.14379084967320266,2.0042921000325774e-05,0.394281914893617,2.3353749158170363
compute => rewrite|apply-formula,3,2,13,0.02127659574468085,0.40625,-0.3849734042553192,0.05237315862721893,-3.243193132518907,1.5192262530675665e-07,compute,rewrite|apply-formula,1,2,0.02564102564102564,0.5,0.08926875562463506,1.0666666643911111,-0.47435897435897434,1.4460783223643133e-06,0.3849734042553192,3.243193132518907
analyze|compute => rewrite|apply-formula,4,2,13,0.02127659574468085,0.40625,-0.3849734042553192,0.05237315862721893,-3.243193132518907,1.5192262530675665e-07,analyze|compute,rewrite|apply-formula,2,2,0.0392156862745098,0.52,0.13652868507297128,1.1093333309667555,-0.48078431372549024,1.4460783223643133e-06,0.3849734042553192,3.243193132518907
instantiate|compute => rewrite|apply-formula,4,2,13,0.02127659574468085,0.40625,-0.3849734042553192,0.05237315862721893,-3.243193132518907,1.5192262530675665e-07,instantiate|compute,rewrite|apply-formula,2,2,0.09090909090909091,0.52,0.3164983153964334,1.1093333309667555,-0.4290909090909091,1.4460783223643133e-06,0.3849734042553192,3.243193132518907
compute|rewrite => apply-formula,3,2,13,0.02127659574468085,0.40625,-0.3849734042553192,0.05237315862721893,-3.243193132518907,1.5192262530675665e-07,compute|rewrite,apply-formula,2,1,0.11764705882352941,0.6190476190476191,0.1675579320251715,0.8612836426940319,-0.5014005602240896,1.4460783223643133e-06,0.3849734042553192,3.243193132518907
compute|rewrite => apply-formula|compute,4,2,13,0.02127659574468085,0.40625,-0.3849734042553192,0.05237315862721893,-3.243193132518907,1.5192262530675665e-07,compute|rewrite,apply-formula|compute,2,2,0.11764705882352941,0.6190476190476191,0.22117647017242353,1.165266104249135,-0.5014005602240896,1.4460783223643133e-06,0.3849734042553192,3.243193132518907
analyze => instantiate|apply-formula,3,23,20,0.24468085106382978,0.625,-0.38031914893617025,0.39148936107574467,-1.607393270385956,0.0001773011919700017,analyze,instantiate|apply-formula,1,2,0.34328358208955223,0.6451612903225806,1.4029850688929266,1.0322580628645162,-0.3018777082330284,0.0008597435157790648,0.38031914893617025,1.607393270385956
instantiate => apply-formula,2,23,20,0.24468085106382978,0.625,-0.38031914893617025,0.39148936107574467,-1.607393270385956,0.0001773011919700017,instantiate,apply-formula,1,1,0.92,0.6896551724137931,1.3103030284368413,0.9595202385450754,0.2303448275862069,0.0008597435157790648,0.38031914893617025,1.607393270385956
analyze|instantiate => apply-formula,3,23,20,0.24468085106382978,0.625,-0.38031914893617025,0.39148936107574467,-1.607393270385956,0.0001773011919700017,analyze|instantiate,apply-formula,2,1,0.9583333333333334,0.6896551724137931,1.3648989879550428,0.9595202385450754,0.2686781609195402,0.0008597435157790648,0.38031914893617025,1.607393270385956
compute|compute => apply-formula|conclude,4,4,13,0.0425531914893617,0.40625,-0.3636968085106383,0.10474631725443787,-2.633547673804289,2.4356489100416425e-06,compute|compute,apply-formula|conclude,2,2,0.06896551724137931,0.5,0.09973474786637829,0.8421052617396122,-0.43103448275862066,1.8143819416831946e-05,0.3636968085106383,2.633547673804289
rewrite|compute|compute => apply-formula,4,4,13,0.0425531914893617,0.40625,-0.3636968085106383,0.10474631725443787,-2.633547673804289,2.4356489100416425e-06,rewrite|compute|compute,apply-formula,3,1,0.14814814814814814,0.5909090909090909,0.21099887736503078,0.8221343862079395,-0.4427609427609428,1.8143819416831946e-05,0.3636968085106383,2.633547673804289
instantiate => rewrite|apply-formula|conclude,4,7,14,0.07446808510638298,0.4375,-0.363031914893617,0.17021276556838905,-2.2131136901635537,1.2392882848853098e-05,instantiate,rewrite|apply-formula|conclude,1,3,0.28,0.4827586206896552,0.974814811421015,1.1034482733399014,-0.20275862068965517,7.15723795989943e-05,0.363031914893617,2.2131136901635537
instantiate|compute => apply-formula|compute,4,7,14,0.07446808510638298,0.4375,-0.363031914893617,0.17021276556838905,-2.2131136901635537,1.2392882848853098e-05,instantiate|compute,apply-formula|compute,2,2,0.3181818181818182,0.56,0.5981818170572364,1.0541176450746021,-0.24181818181818188,7.15723795989943e-05,0.363031914893617,2.2131136901635537
instantiate|rewrite => apply-formula|conclude,4,7,14,0.07446808510638298,0.4375,-0.363031914893617,0.17021276556838905,-2.2131136901635537,1.2392882848853098e-05,instantiate|rewrite,apply-formula|conclude,2,2,0.3888888888888889,0.5185185185185185,0.5623931615798553,0.873294345507746,-0.1296296296296296,7.15723795989943e-05,0.363031914893617,2.2131136901635537
compute => compute|compute,3,40,25,0.425531914893617,0.78125,-0.355718085106383,0.5446808503666383,-1.5206741591788207,0.0005095571941114072,compute,compute|compute,1,2,0.5128205128205128,0.9615384615384616,0.831122898741425,1.1834319512061904,-0.4487179487179488,0.0021826033147771943,0.355718085106383,1.5206741591788207
compute|compute => compute,3,40,25,0.425531914893617,0.78125,-0.355718085106383,0.5446808503666383,-1.5206741591788207,0.0005095571941114072,compute|compute,compute,2,1,0.6896551724137931,0.9615384615384616,0.8311228990868078,1.1834319512061904,-0.2718832891246684,0.0021826033147771943,0.355718085106383,1.5206741591788207
compute => rewrite|apply-formula|conclude,4,2,12,0.02127659574468085,0.375,-0.3537234042553192,0.056737588501182025,-3.1162216708081174,7.401989530834011e-07,compute,rewrite|apply-formula|conclude,1,3,0.02564102564102564,0.46153846153846156,0.08926875562463506,1.054945052533752,-0.4358974358974359,6.44851291330285e-06,0.3537234042553192,3.1162216708081174
compute|rewrite => apply-formula|conclude,4,2,12,0.02127659574468085,0.375,-0.3537234042553192,0.056737588501182025,-3.1162216708081174,7.401989530834011e-07,compute|rewrite,apply-formula|conclude,2,2,0.11764705882352941,0.5714285714285714,0.17013574636029236,0.9624060134166996,-0.45378151260504196,6.44851291330285e-06,0.3537234042553192,3.1162216708081174
