motif,length,success_count,failure_count,success_support,failure_support,support_difference,lift,log_odds_ratio,p_value,antecedent,consequent,antecedent_len,consequent_len,success_confidence,failure_confidence,success_rule_lift,failure_rule_lift,confidence_difference,q_value,abs_support_difference,abs_log_odds_ratio
apply-formula|rewrite => rewrite|conclude,4,22,3,0.23404255319148937,0.09375,0.14029255319148937,2.4964538740803786,0.9615560422001515,0.12282177495317383,apply-formula|rewrite,rewrite|conclude,2,2,0.5,0.375,0.79661016822235,0.4799999993856,0.125,0.22151014851203982,0.14029255319148937,0.9615560422001515
simplify => simplify|conclude,3,19,2,0.20212765957446807,0.0625,0.13962765957446807,3.234042501446809,1.147717761053933,0.0977514043508132,simplify,simplify|conclude,1,2,0.3275862068965517,0.18181818181818182,0.530915575833962,0.7272727243636363,0.1457680250783699,0.1855011882715292,0.13962765957446807,1.147717761053933
compute|compute|compute => derive-intermediate,4,16,1,0.1702127659574468,0.03125,0.1389627659574468,5.446808336340431,1.484784193841595,0.06901988057134781,compute|compute|compute,derive-intermediate,3,1,0.4,0.04,1.0742857114004898,0.25599999836160003,0.36000000000000004,0.13336924290854424,0.1389627659574468,1.484784193841595
derive-intermediate => compute|compute|compute,4,13,0,0.13829787234042554,0.0,0.13829787234042554,138297872.34042552,2.3764739350932036,0.03763002268158161,derive-intermediate,compute|compute|compute,1,3,0.37142857142857144,0.0,0.8728571408059286,0.0,0.37142857142857144,0.0813338140538689,0.13829787234042554,2.3764739350932036
compute => simplify,2,33,7,0.35106382978723405,0.21875,0.13231382978723405,1.6048632145479809,0.6162836956406642,0.19248647315301137,compute,simplify,1,1,0.4230769230769231,0.2692307692307692,0.6856763914616757,0.7832167809383342,0.15384615384615385,0.30454052780006885,0.13231382978723405,0.6162836956406642
apply-formula => apply-formula|conclude,3,24,4,0.2553191489361702,0.125,0.1303191489361702,2.042553175148936,0.7888870982307891,0.14666501603359422,apply-formula,apply-formula|conclude,1,2,0.36363636363636365,0.17391304347826086,0.525874125113631,0.29290617799638685,0.18972332015810278,0.25212648241226565,0.1303191489361702,0.7888870982307891
analyze|apply-formula => apply-formula,3,24,4,0.2553191489361702,0.125,0.1303191489361702,2.042553175148936,0.7888870982307891,0.14666501603359422,analyze|apply-formula,apply-formula,2,1,0.36363636363636365,0.18181818181818182,0.5179063353505301,0.25296442652551987,0.18181818181818182,0.25212648241226565,0.1303191489361702,0.7888870982307891
analyze|apply-formula => apply-formula|conclude,4,24,4,0.2553191489361702,0.125,0.1303191489361702,2.042553175148936,0.7888870982307891,0.14666501603359422,analyze|apply-formula,apply-formula|conclude,2,2,0.36363636363636365,0.18181818181818182,0.525874125113631,0.30622009517804083,0.18181818181818182,0.25212648241226565,0.1303191489361702,0.7888870982307891
analyze|simplify => simplify,3,18,2,0.19148936170212766,0.0625,0.12898936170212766,3.0638297382127666,1.081915942991,0.09924674469780259,analyze|simplify,simplify,2,1,0.5625,0.18181818181818182,0.9116379295570006,0.528925618296018,0.3806818181818182,0.1855011882715292,0.12898936170212766,1.081915942991
analyze|simplify => simplify|conclude,4,18,2,0.19148936170212766,0.0625,0.12898936170212766,3.0638297382127666,1.081915942991,0.09924674469780259,analyze|simplify,simplify|conclude,2,2,0.5625,0.18181818181818182,0.9116379295570006,0.7272727243636363,0.3806818181818182,0.1855011882715292,0.12898936170212766,1.081915942991
analyze|apply-formula|simplify => simplify,4,18,2,0.19148936170212766,0.0625,0.12898936170212766,3.0638297382127666,1.081915942991,0.09924674469780259,analyze|apply-formula|simplify,simplify,3,1,0.5806451612903226,0.3333333333333333,0.9410456047040007,0.9696969668760329,0.2473118279569893,0.1855011882715292,0.12898936170212766,1.081915942991
apply-formula|simplify => simplify,3,18,2,0.19148936170212766,0.0625,0.12898936170212766,3.0638297382127666,1.081915942991,0.09924674469780259,apply-formula|simplify,simplify,2,1,0.5806451612903226,0.3333333333333333,0.9410456047040007,0.9696969668760329,0.2473118279569893,0.1855011882715292,0.12898936170212766,1.081915942991
apply-formula|simplify => simplify|conclude,4,18,2,0.19148936170212766,0.0625,0.12898936170212766,3.0638297382127666,1.081915942991,0.09924674469780259,apply-formula|simplify,simplify|conclude,2,2,0.5806451612903226,0.3333333333333333,0.9410456047040007,1.3333333279999997,0.2473118279569893,0.1855011882715292,0.12898936170212766,1.081915942991
apply-formula|rewrite => apply-formula|compute,4,12,0,0.1276595744680851,0.0,0.1276595744680851,127659574.4680851,2.287317620863257,0.03587186442079261,apply-formula|rewrite,apply-formula|compute,2,2,0.2727272727272727,0.0,0.5127272717633454,0.0,0.2727272727272727,0.078948054585436,0.1276595744680851,2.287317620863257
rewrite|apply-formula => compute|compute,4,12,0,0.1276595744680851,0.0,0.1276595744680851,127659574.4680851,2.287317620863257,0.03587186442079261,rewrite|apply-formula,compute|compute,2,2,0.4444444444444444,0.0,0.7203065122425684,0.0,0.4444444444444444,0.078948054585436,0.1276595744680851,2.287317620863257
apply-formula|compute => apply-formula,3,11,0,0.11702127659574468,0.0,0.11702127659574468,117021276.59574467,2.191887673408032,0.06427603791559904,apply-formula|compute,apply-formula,2,1,0.22,0.0,0.3133333328870707,0.0,0.22,0.12561932885406046,0.11702127659574468,2.191887673408032
apply-formula|compute => apply-formula|conclude,4,11,0,0.11702127659574468,0.0,0.11702127659574468,117021276.59574467,2.191887673408032,0.06427603791559904,apply-formula|compute,apply-formula|conclude,2,2,0.22,0.0,0.3181538456937467,0.0,0.22,0.12561932885406046,0.11702127659574468,2.191887673408032
analyze|apply-formula|compute => apply-formula,4,11,0,0.11702127659574468,0.0,0.11702127659574468,117021276.59574467,2.191887673408032,0.06427603791559904,analyze|apply-formula|compute,apply-formula,3,1,0.22,0.0,0.3133333328870707,0.0,0.22,0.12561932885406046,0.11702127659574468,2.191887673408032
analyze => apply-formula|compute|conclude,4,49,13,0.5212765957446809,0.40625,0.11502659574468088,1.2831423863668638,0.4519851237430572,0.30875894142964844,analyze,apply-formula|compute|conclude,1,3,0.7313432835820896,0.41935483870967744,1.4029850719354249,1.032258061975186,0.3119884448724121,0.438663216985863,0.11502659574468088,0.4519851237430572
apply-formula => compute|conclude,3,49,13,0.5212765957446809,0.40625,0.11502659574468088,1.2831423863668638,0.4519851237430572,0.30875894142964844,apply-formula,compute|conclude,1,2,0.7424242424242424,0.5652173913043478,0.9182615618626606,0.90434782464,0.17720685111989465,0.438663216985863,0.11502659574468088,0.4519851237430572
analyze|apply-formula => compute|conclude,4,49,13,0.5212765957446809,0.40625,0.11502659574468088,1.2831423863668638,0.4519851237430572,0.30875894142964844,analyze|apply-formula,compute|conclude,2,2,0.7424242424242424,0.5909090909090909,0.9182615618626606,0.9454545439418183,0.1515151515151515,0.438663216985863,0.11502659574468088,0.4519851237430572
apply-formula|compute => conclude,3,49,13,0.5212765957446809,0.40625,0.11502659574468088,1.2831423863668638,0.4519851237430572,0.30875894142964844,apply-formula|compute,conclude,2,1,0.98,0.7647058823529411,1.0013043468030152,0.9411764694298642,0.21529411764705886,0.438663216985863,0.11502659574468088,0.4519851237430572
