motif,motif_pretty,length,support_total,support_correct,support_incorrect,p_correct,p_incorrect,enrichment_correct,enrichment_incorrect,dominant_label
rewrite|apply-formula|instantiate|analyze,rewrite -> apply-formula -> instantiate -> analyze,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
backtrack|compute|rewrite|analyze,backtrack -> compute -> rewrite -> analyze,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|analyze|compare|apply-formula,check-constraint -> analyze -> compare -> apply-formula,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compute|analyze|substitute|backtrack,compute -> analyze -> substitute -> backtrack,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
apply-formula|compute|substitute|conclude,apply-formula -> compute -> substitute -> conclude,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compute|instantiate|rewrite|conclude,compute -> instantiate -> rewrite -> conclude,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compare|compute|analyze|case-split,compare -> compute -> analyze -> case-split,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
analyze|compute|instantiate|apply-formula,analyze -> compute -> instantiate -> apply-formula,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
analyze|substitute|analyze|compute,analyze -> substitute -> analyze -> compute,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
apply-formula|compute|analyze|apply-formula,apply-formula -> compute -> analyze -> apply-formula,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|apply-formula|count|case-split,check-constraint -> apply-formula -> count -> case-split,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
analyze|apply-formula|compute|case-split,analyze -> apply-formula -> compute -> case-split,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
count|compute|count|instantiate,count -> compute -> count -> instantiate,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
analyze|conclude|case-split|analyze,analyze -> conclude -> case-split -> analyze,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
substitute|instantiate|compute|count,substitute -> instantiate -> compute -> count,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
instantiate|rewrite|analyze|count,instantiate -> rewrite -> analyze -> count,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|substitute|compute|substitute,check-constraint -> substitute -> compute -> substitute,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
count|conclude|compute|instantiate,count -> conclude -> compute -> instantiate,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
instantiate|rewrite|apply-formula|compute,instantiate -> rewrite -> apply-formula -> compute,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compute|backtrack|instantiate|count,compute -> backtrack -> instantiate -> count,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
count|check-constraint|apply-formula|count,count -> check-constraint -> apply-formula -> count,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
analyze|substitute|backtrack|check-constraint,analyze -> substitute -> backtrack -> check-constraint,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
case-split|count|analyze|instantiate,case-split -> count -> analyze -> instantiate,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compute|count|compute|instantiate,compute -> count -> compute -> instantiate,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
analyze|apply-formula|rewrite|compute,analyze -> apply-formula -> rewrite -> compute,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compare|analyze|instantiate|compare,compare -> analyze -> instantiate -> compare,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compute|analyze|apply-formula|check-constraint,compute -> analyze -> apply-formula -> check-constraint,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
conclude|compute|check-constraint|case-split,conclude -> compute -> check-constraint -> case-split,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
analyze|instantiate|substitute|instantiate,analyze -> instantiate -> substitute -> instantiate,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
instantiate|apply-formula|compute|instantiate,instantiate -> apply-formula -> compute -> instantiate,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|compare|check-constraint|analyze,check-constraint -> compare -> check-constraint -> analyze,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
instantiate|analyze|apply-formula|rewrite,instantiate -> analyze -> apply-formula -> rewrite,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
substitute|rewrite|instantiate|rewrite,substitute -> rewrite -> instantiate -> rewrite,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
rewrite|conclude|compute|substitute,rewrite -> conclude -> compute -> substitute,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compute|backtrack|instantiate|check-constraint,compute -> backtrack -> instantiate -> check-constraint,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compute|check-constraint|compare|check-constraint,compute -> check-constraint -> compare -> check-constraint,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
count|case-split|count|analyze,count -> case-split -> count -> analyze,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
analyze|count|compute|check-constraint,analyze -> count -> compute -> check-constraint,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
count|compute|check-constraint|conclude,count -> compute -> check-constraint -> conclude,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
instantiate|check-constraint|analyze|compare,instantiate -> check-constraint -> analyze -> compare,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compute|instantiate|analyze|backtrack,compute -> instantiate -> analyze -> backtrack,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|backtrack|compute|backtrack,check-constraint -> backtrack -> compute -> backtrack,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
count|compute|backtrack|instantiate,count -> compute -> backtrack -> instantiate,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
case-split|analyze|count|compute,case-split -> analyze -> count -> compute,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
rewrite|analyze|count|compute,rewrite -> analyze -> count -> compute,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
apply-formula|rewrite|compute|instantiate,apply-formula -> rewrite -> compute -> instantiate,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
apply-formula|compute|instantiate|analyze,apply-formula -> compute -> instantiate -> analyze,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
instantiate|check-constraint|analyze|conclude,instantiate -> check-constraint -> analyze -> conclude,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|conclude|analyze|compute,check-constraint -> conclude -> analyze -> compute,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compute|check-constraint|count|analyze,compute -> check-constraint -> count -> analyze,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
backtrack|instantiate|compute|analyze,backtrack -> instantiate -> compute -> analyze,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
apply-formula|compute|check-constraint|analyze,apply-formula -> compute -> check-constraint -> analyze,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
apply-formula|compute|apply-formula|conclude,apply-formula -> compute -> apply-formula -> conclude,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|count|analyze|compute,check-constraint -> count -> analyze -> compute,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compare|backtrack|compute,compare -> backtrack -> compute,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|compare|check-constraint,check-constraint -> compare -> check-constraint,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
instantiate|case-split|compare,instantiate -> case-split -> compare,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
apply-formula|backtrack|instantiate,apply-formula -> backtrack -> instantiate,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
count|check-constraint|apply-formula,count -> check-constraint -> apply-formula,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
apply-formula|substitute|analyze,apply-formula -> substitute -> analyze,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
conclude|compute|case-split,conclude -> compute -> case-split,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
instantiate|substitute|instantiate,instantiate -> substitute -> instantiate,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compare|compute|compare,compare -> compute -> compare,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
apply-formula|substitute|rewrite,apply-formula -> substitute -> rewrite,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
substitute|instantiate|substitute,substitute -> instantiate -> substitute,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compare|count|compute,compare -> count -> compute,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
analyze|apply-formula|check-constraint,analyze -> apply-formula -> check-constraint,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compute|backtrack|compare,compute -> backtrack -> compare,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
case-split|count|check-constraint,case-split -> count -> check-constraint,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|count|analyze,check-constraint -> count -> analyze,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compare|analyze|check-constraint,compare -> analyze -> check-constraint,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
analyze|backtrack|compare,analyze -> backtrack -> compare,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
substitute|compute|backtrack,substitute -> compute -> backtrack,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
count|instantiate|compute,count -> instantiate -> compute,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
instantiate|compare|compute,instantiate -> compare -> compute,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
case-split|compare|backtrack,case-split -> compare -> backtrack,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
backtrack|instantiate|count,backtrack -> instantiate -> count,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
count|compute|backtrack,count -> compute -> backtrack,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
backtrack|check-constraint|analyze,backtrack -> check-constraint -> analyze,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
substitute|conclude|check-constraint,substitute -> conclude -> check-constraint,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compute|count|conclude,compute -> count -> conclude,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|count|compute,check-constraint -> count -> compute,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|apply-formula|count,check-constraint -> apply-formula -> count,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
substitute|backtrack|check-constraint,substitute -> backtrack -> check-constraint,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|case-split|compare,check-constraint -> case-split -> compare,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
backtrack|instantiate|check-constraint,backtrack -> instantiate -> check-constraint,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compare|instantiate|check-constraint,compare -> instantiate -> check-constraint,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compute|apply-formula|conclude,compute -> apply-formula -> conclude,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
count|conclude|compute,count -> conclude -> compute,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
count|instantiate|substitute,count -> instantiate -> substitute,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
count|instantiate|case-split,count -> instantiate -> case-split,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
case-split|count|analyze,case-split -> count -> analyze,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
rewrite|analyze|count,rewrite -> analyze -> count,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
apply-formula|conclude|apply-formula,apply-formula -> conclude -> apply-formula,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
analyze|compare|apply-formula,analyze -> compare -> apply-formula,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
case-split|compare|count,case-split -> compare -> count,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
apply-formula|rewrite|compute,apply-formula -> rewrite -> compute,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
analyze|apply-formula|rewrite,analyze -> apply-formula -> rewrite,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
substitute|analyze|count,substitute -> analyze -> count,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|instantiate|count,check-constraint -> instantiate -> count,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|analyze|substitute,check-constraint -> analyze -> substitute,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
count|check-constraint|instantiate,count -> check-constraint -> instantiate,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|compare|substitute,check-constraint -> compare -> substitute,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compare|substitute|rewrite,compare -> substitute -> rewrite,3,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compare|backtrack,compare -> backtrack,2,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compare|count,compare -> count,2,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
count|conclude,count -> conclude,2,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
apply-formula|conclude,apply-formula -> conclude,2,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compare|substitute,compare -> substitute,2,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
